,book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,language_code,genres
8637,8638,3545387,3545387,3587409,25,Lisa Lutz,2009,"Revenge of the Spellmans (The Spellmans, #3)",4.14,14258,15174,954,176,359,2481,6382,5776,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'chick-lit', 'contemporary']"
8638,8639,15811520,15811520,21536784,10,Charlie LeDuff,2013,Detroit: An American Autopsy,3.95,9860,11103,1692,172,499,2343,4785,3304,https://images.gr-assets.com/books/1350363602m/15811520.jpg,eng,"['nonfiction', 'history', 'memoir', 'biography', 'crime', 'business', 'travel', 'contemporary']"
8639,8640,93575,93575,341789,72,Dorothy L. Sayers,1935,"Gaudy Night (Lord Peter Wimsey, #12)",4.26,14750,16378,1203,166,526,2267,5352,8067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'crime', 'classics', 'romance', 'historical-fiction']"
8640,8641,17158532,17158532,23581990,14,C.S. Pacat,2016,"Kings Rising (Captive Prince, #3)",4.5,14210,17960,3003,140,340,1429,4555,11496,https://images.gr-assets.com/books/1454160767m/17158532.jpg,eng,"['fantasy', 'romance', 'fiction']"
8641,8642,18129852,18129852,25465053,17,"Penelope Douglas, Abby Craden, Nelson Hobbs",2014,"Rival (Fall Away, #2)",4.16,21940,22806,1765,272,848,3671,8099,9916,https://images.gr-assets.com/books/1394971101m/18129852.jpg,eng,"['romance', 'contemporary', 'young-adult']"
8642,8643,287861,287861,3981652,51,Philip Reeve,2001,"Mortal Engines (The Hungry City Chronicles, #1)",3.98,12868,14520,1127,242,760,2971,5583,4964,https://images.gr-assets.com/books/1352173057m/287861.jpg,eng,"['young-adult', 'fantasy', 'science-fiction', 'fiction']"
8643,8644,10399742,10399742,15303665,34,"James Patterson, Mark Pearson",2011,Private London (Private #4),3.75,9922,12899,891,209,944,3825,4836,3085,https://images.gr-assets.com/books/1328415596m/10399742.jpg,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'books']"
8644,8645,6659254,6659254,6853921,13,Faith Hunter,2010,"Blood Cross (Jane Yellowrock, #2)",4.13,16307,18017,626,141,514,3225,7051,7086,https://images.gr-assets.com/books/1255066735m/6659254.jpg,eng,"['fantasy', 'paranormal', 'fiction', 'romance']"
8645,8646,204479,204479,197869,22,Gemma Halliday,2006,"Spying in High Heels (High Heels, #1)",3.67,11034,14015,1247,354,1226,4302,4906,3227,https://images.gr-assets.com/books/1327885046m/204479.jpg,eng,"['mystery', 'chick-lit', 'romance', 'fiction', 'contemporary', 'crime', 'suspense']"
8646,8647,776159,776159,1939840,129,Raymond Chandler,1943,"The Lady in the Lake (Philip Marlowe, #4)",4.07,11613,13285,702,35,301,2638,6098,4213,https://images.gr-assets.com/books/1501530591m/776159.jpg,eng,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
8647,8648,232958,232958,225642,10,"Bernadette Rossetti-Shustak, Caroline Jayne Church",2005,I Love You Through and Through,4.39,10808,10865,290,125,289,1320,2628,6503,https://images.gr-assets.com/books/1328866587m/232958.jpg,eng,['fiction']
8648,8649,22571612,22571612,41907960,38,Lisa Gardner,2015,"Crash & Burn (Tessa Leoni, #3)",4,8644,12071,1371,132,522,2519,4995,3903,https://images.gr-assets.com/books/1403630851m/22571612.jpg,eng,"['mystery', 'thriller', 'fiction', 'suspense', 'crime', 'contemporary']"
8649,8650,616318,616318,169058,6,"Jim Krueger, Alex Ross, Doug Braithwaite",2006,"Justice, Volume 1",4.14,10232,10413,96,121,462,1882,3292,4656,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['comics', 'graphic-novels', 'art', 'fantasy', 'science-fiction']"
8650,8651,10084,10084,1003667,20,Tad Williams,1998,"River of Blue Fire (Otherland, #2)",4,12015,12765,237,130,625,2643,5053,4314,https://images.gr-assets.com/books/1309992269m/10084.jpg,eng,"['fantasy', 'science-fiction', 'fiction']"
8651,8652,295169,295169,2919537,54,"William Nicholson, Peter Sís",2000,"The Wind Singer (Wind on Fire, #1)",3.84,12654,14508,472,341,957,3647,5351,4212,https://images.gr-assets.com/books/1293635554m/295169.jpg,eng,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
8652,8653,93436,93436,1535663,52,Scarlett Thomas,2006,The End of Mr. Y,3.79,7920,12726,1420,486,1144,2795,4407,3894,https://images.gr-assets.com/books/1389137862m/93436.jpg,eng,"['fiction', 'fantasy', 'science-fiction', 'mystery', 'philosophy', 'contemporary']"
8653,8654,587638,587638,2636942,36,"Michael Chabon, Gary Gianni",2007,Gentlemen of the Road,3.42,10440,11472,1577,362,1416,4262,3900,1532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'historical-fiction', 'fantasy', 'history', 'contemporary', 'travel', 'books']"
8654,8655,9476510,9476510,14361764,12,"James Andrew Miller, Tom Shales",2011,Those Guys Have All the Fun: Inside the World of ESPN,3.69,9413,10193,573,313,833,2990,3593,2464,https://images.gr-assets.com/books/1344271458m/9476510.jpg,eng,"['sports', 'nonfiction', 'history', 'business', 'biography', 'memoir', 'books']"
8655,8656,129984,129984,855961,48,Daniel Wallace,1998,Big Fish,3.64,11526,13645,1301,292,1276,4315,4936,2826,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'fantasy', 'contemporary']"
8656,8657,17936925,17936925,25147432,27,Tammara Webber,2014,"Breakable (Contours of the Heart, #2)",4.06,17319,19321,2081,240,887,3777,7005,7412,https://images.gr-assets.com/books/1384787127m/17936925.jpg,eng,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']"
8657,8658,15818333,15818333,18334314,24,Lisa O'Donnell,2012,The Death of Bees,3.81,11530,13043,2129,302,708,3173,5824,3036,https://images.gr-assets.com/books/1358353202m/15818333.jpg,eng,"['fiction', 'young-adult', 'contemporary', 'mystery', 'thriller', 'crime', 'suspense']"
8658,8659,531421,531421,519013,26,Frances Mayes,1999,Bella Tuscany,3.74,10773,11189,388,197,791,3456,4000,2745,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,it,"['travel', 'memoir', 'nonfiction', 'biography', 'fiction', 'contemporary', 'chick-lit', 'cookbooks', 'books', 'romance', 'history']"
8659,8660,9526658,9526658,14412693,18,Rachel Caine,2012,"Black Dawn (The Morganville Vampires, #12)",4.26,14778,16717,994,106,448,2622,5311,8230,https://images.gr-assets.com/books/1318112062m/9526658.jpg,eng,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
8660,8661,9670094,9670094,14557905,16,"Tim Tebow, Nathan Whitaker",2011,Through My Eyes,3.92,8727,9214,948,326,642,1936,2841,3469,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['sports', 'biography', 'nonfiction', 'christian', 'memoir']"
8661,8662,60932,60932,249012,24,Octavia E. Butler,1998,"Parable of the Talents (Earthseed, #2)",4.21,10500,12335,897,86,359,1859,4628,5403,https://images.gr-assets.com/books/1170553715m/60932.jpg,eng,"['science-fiction', 'fiction', 'fantasy', 'religion']"
8662,8663,16164271,16164271,22007627,13,"Joe Hill, Gabriel Rodríguez",2014,"Locke & Key, Vol. 6: Alpha & Omega",4.5,14363,15068,1463,161,273,1153,3746,9735,https://images.gr-assets.com/books/1391443566m/16164271.jpg,eng,"['graphic-novels', 'comics', 'horror', 'fantasy', 'fiction', 'paranormal']"
8663,8664,56674,56674,55232,82,J.G. Ballard,1984,"Empire of the Sun (Empire of the Sun, #1)",3.98,11185,12966,637,100,501,2803,5674,3888,https://images.gr-assets.com/books/1338519188m/56674.jpg,eng,"['fiction', 'historical-fiction', 'classics']"
8664,8665,1034605,1034605,1020930,2,"Patricia M. Scarry, Richard Scarry",1961,The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone,4.28,11493,11493,19,104,312,2095,2748,6234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'classics', 'fantasy', 'young-adult']"
8665,8666,28239,28239,1832876,28,Paul Theroux,2002,Dark Star Safari: Overland from Cairo to Cape Town,3.96,9662,10297,742,224,546,2020,4175,3332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['travel', 'nonfiction', 'memoir', 'history', 'biography', 'fiction']"
8666,8667,653711,653711,1173956,30,Anne McCaffrey,1982,"Crystal Singer (Crystal Singer, #1)",4.07,14864,16050,360,134,672,3450,5470,6324,https://images.gr-assets.com/books/1403186691m/653711.jpg,eng,"['science-fiction', 'fantasy', 'fiction', 'romance', 'music']"
8667,8668,13546173,13546173,19111271,12,Sarah J. Maas,2012,"The Assassin and the Underworld (Throne of Glass, #0.4)",4.37,17008,17850,1014,101,323,2181,5512,9733,https://images.gr-assets.com/books/1336062984m/13546173.jpg,eng,"['fantasy', 'young-adult', 'romance', 'fiction']"
8668,8669,2865944,2865944,2330655,10,"Laura Joffe Numeroff, Felicia Bond",2008,If You Give a Cat a Cupcake,4.2,11948,12061,394,139,473,2283,3156,6010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,ro,"['fiction', 'fantasy']"
8669,8670,11099729,11099729,15371735,24,James Luceno,2012,Darth Plagueis,4.07,9052,12000,1257,119,478,2319,4586,4498,https://images.gr-assets.com/books/1405546262m/11099729.jpg,eng,"['science-fiction', 'fiction', 'fantasy']"
8670,8671,26072609,26072609,46009964,14,"Anderson Cooper, Gloria Vanderbilt",2016,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",3.79,10758,14694,1659,791,891,3306,5265,4441,https://images.gr-assets.com/books/1456162664m/26072609.jpg,eng,"['memoir', 'biography', 'nonfiction', 'history', 'contemporary']"
8671,8672,23208397,32940838,42751755,21,Ben H. Winters,2016,Underground Airlines,3.88,9728,12434,1952,113,560,3006,5774,2981,https://images.gr-assets.com/books/1443732702m/23208397.jpg,eng,"['fiction', 'science-fiction', 'mystery', 'historical-fiction', 'fantasy', 'thriller', 'contemporary', 'history', 'crime', 'suspense']"
8672,8673,644655,644655,2327400,40,Ann Cleeves,2006,"Raven Black (Shetland Island, #1)",3.85,10617,14283,1405,190,682,3596,6447,3368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'crime', 'fiction', 'thriller', 'suspense', 'contemporary']"
8673,8674,12019355,12019355,15448653,17,Sherrilyn Kenyon,2012,"Infamous (Chronicles of Nick, #3)",4.36,8185,16373,937,81,279,1938,5436,8639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
8674,8675,792938,792938,1240854,16,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,Having Our Say: The Delany Sisters' First 100 Years,4.14,11668,12056,491,170,388,2096,4360,5042,https://images.gr-assets.com/books/1403192701m/792938.jpg,eng,"['nonfiction', 'memoir', 'biography', 'history']"
8675,8676,1862313,1862313,2886449,28,Richard Price,2008,Lush Life,3.69,9478,10288,1553,203,725,3023,4439,1898,https://images.gr-assets.com/books/1316137153m/1862313.jpg,eng,"['fiction', 'crime', 'mystery', 'contemporary', 'thriller']"
8676,8677,152662,152662,1147214,22,Peter Hedges,1991,What's Eating Gilbert Grape,4.1,11352,11977,403,143,458,2307,4274,4795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'classics', 'contemporary', 'young-adult']"
8677,8678,15723286,15723286,21398040,26,Gail Carriger,2013,"Curtsies & Conspiracies (Finishing School, #2)",4.11,15078,18011,2041,91,355,3220,8081,6264,https://images.gr-assets.com/books/1359660588m/15723286.jpg,eng,"['young-adult', 'fantasy', 'paranormal', 'historical-fiction', 'fiction', 'science-fiction']"
8678,8679,22551743,22551743,42009412,29,Annie Barrows,2015,The Truth According to Us,3.75,9815,11961,2208,211,691,3270,5472,2317,https://images.gr-assets.com/books/1465284604m/22551743.jpg,eng,"['historical-fiction', 'fiction', 'history', 'romance', 'chick-lit', 'mystery', 'young-adult']"
8679,8680,11432,11432,2988535,27,"Karen Kingsbury, Gary Smalley",2004,"Reunion (Redemption, #5)",4.49,11105,11586,258,45,152,1098,3086,7205,https://images.gr-assets.com/books/1406506549m/11432.jpg,eng,"['christian', 'fiction', 'romance', 'chick-lit']"
8680,8681,16256,16256,2569715,34,Armistead Maupin,1980,"More Tales of the City (Tales of the City, #2)",4.18,9799,11575,439,19,186,1953,4929,4488,https://images.gr-assets.com/books/1347443502m/16256.jpg,eng,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance', 'mystery', 'books', 'gay-and-lesbian']"
8681,8682,110871,110871,1656117,108,"Émile Zola, Robin Buss",1867,Thérèse Raquin,3.71,10734,14432,1079,436,1231,3933,5378,3454,https://images.gr-assets.com/books/1282318692m/110871.jpg,eng,"['classics', 'fiction', 'crime', 'historical-fiction']"
8682,8683,10209997,10209997,15109428,16,Chris Bohjalian,2011,The Night Strangers,3.16,12907,13930,2668,1051,2602,4937,3726,1614,https://images.gr-assets.com/books/1308866180m/10209997.jpg,eng,"['horror', 'fiction', 'mystery', 'paranormal', 'thriller', 'suspense', 'fantasy']"
8683,8684,17557143,33393313,24989372,13,J.S. Scott,2013,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",4,7492,16989,856,452,935,3307,5796,6499,https://images.gr-assets.com/books/1362454880m/17557143.jpg,eng,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance', 'mystery', 'books', 'gay-and-lesbian']"
8684,8685,28965131,28965131,49193186,30,Sarah Pinborough,2017,Behind Her Eyes,3.77,17944,21613,5003,658,1876,5082,8228,5769,https://images.gr-assets.com/books/1485279813m/28965131.jpg,eng,"['thriller', 'mystery', 'fiction', 'suspense', 'contemporary', 'crime']"
8685,8686,129798,129798,954927,341,"Robert W. Chambers, E.F. Bleiler",1895,The King in Yellow and Other Horror Stories,3.57,5719,11971,1148,236,1170,4269,4170,2126,https://images.gr-assets.com/books/1416873291m/129798.jpg,eng,"['horror', 'fiction', 'fantasy', 'classics', 'mystery']"
8686,8687,77427,77427,1200332,63,Patrick O'Brian,1973,H.M.S. Surprise,4.42,10513,12308,489,19,107,1137,4490,6555,https://images.gr-assets.com/books/1453820127m/77427.jpg,eng,"['historical-fiction', 'fiction']"
8687,8688,665,665,443285,53,"Ayn Rand, Nathaniel Branden",1961,The Virtue of Selfishness: A New Concept of Egoism,3.47,10198,10682,433,1337,1071,2463,2837,2974,https://images.gr-assets.com/books/1425001997m/665.jpg,eng,"['philosophy', 'nonfiction', 'psychology', 'classics', 'history', 'contemporary']"
8688,8689,2449962,2449962,4084010,47,Debbie Macomber,2008,"Twenty Wishes (Blossom Street, #5)",4.16,12324,13481,1099,88,393,2471,4886,5643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['romance', 'fiction', 'chick-lit', 'contemporary']"
8689,8690,3479967,3479967,3521296,22,Joseph Boyden,2008,Through Black Spruce,4.11,10305,11071,788,125,368,1769,4660,4149,https://images.gr-assets.com/books/1480136683m/3479967.jpg,eng,"['fiction', 'historical-fiction', 'contemporary']"
8690,8691,6928893,6928893,10475576,18,Susan  Wilson,2010,One Good Dog,4.07,10379,11712,1576,137,387,2160,4843,4185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary']"
8691,8692,15050,15050,922184,40,Jeanette Winterson,1989,Sexing the Cherry,3.83,10450,12017,724,257,850,3024,4455,3431,https://images.gr-assets.com/books/1328824090m/15050.jpg,eng,"['fiction', 'fantasy', 'historical-fiction', 'contemporary']"
8692,8693,6674372,6674372,6869461,25,Randy Susan Meyers,2009,The Murderer's Daughters,3.68,10567,12410,1240,179,903,4066,4832,2430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'mystery', 'contemporary', 'crime', 'thriller', 'chick-lit', 'suspense']"
8693,8694,1158706,1158706,2501504,42,J.D. Robb,2008,"Strangers in Death (In Death, #26)",4.29,15651,17476,619,47,229,2573,6463,8164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
8694,8695,10929432,10929432,15846509,15,Victoria Schwab,2013,"The Archived (The Archived, #1)",4.02,16580,18048,3455,370,810,3282,7157,6429,https://images.gr-assets.com/books/1338729878m/10929432.jpg,eng,"['fantasy', 'young-adult', 'paranormal', 'mystery', 'fiction', 'romance', 'horror']"
8695,8696,251446,251446,14477,19,David Mamet,1983,Glengarry Glen Ross,3.95,11636,11958,311,349,801,2290,4231,4287,https://images.gr-assets.com/books/1396078804m/251446.jpg,eng,"['fiction', 'classics']"
8696,8697,10506,10506,1792697,114,Umberto Eco,1994,The Island of the Day Before,3.43,9723,11448,515,519,1529,3834,3592,1974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'historical-fiction', 'fantasy', 'philosophy', 'classics']"
8697,8698,25332115,25332115,45067930,8,Ruth Wariner,2016,The Sound of Gravel,4.15,12045,14113,2021,241,429,1996,5738,5709,https://images.gr-assets.com/books/1436200674m/25332115.jpg,eng,"['memoir', 'nonfiction', 'biography', 'religion', 'fiction', 'history']"
8698,8699,194870,194870,2286967,11,Beatrix Potter,1982,The Complete Adventures of Peter Rabbit,4.46,13271,13387,48,84,261,1563,2977,8502,https://images.gr-assets.com/books/1309201736m/194870.jpg,eng,"['classics', 'fiction', 'fantasy']"
8699,8700,1275105,1275105,3260020,59,Charles M. Schulz,1965,A Charlie Brown Christmas,4.48,11639,13889,241,226,295,1401,2629,9338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'classics', 'comics', 'young-adult', 'christian']"
8700,8701,280958,280958,21370899,2,Frank Miller,1991,"Sin City: Una Dura Despedida, #1 de 3",4.21,9115,9116,4,195,366,1301,2761,4493,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,es,"['graphic-novels', 'comics', 'fiction', 'mystery', 'crime']"
8701,8702,3115070,3115070,3146356,27,Nalini Singh,2008,"Hostage to Pleasure (Psy-Changeling, #5)",4.22,19705,21672,993,89,475,3419,8180,9509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['paranormal', 'romance', 'fantasy', 'science-fiction', 'fiction']"
8702,8703,385255,385255,909535,13,Adrian Nicole LeBlanc,2003,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",4.23,9053,9581,1261,124,329,1314,3235,4579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'memoir', 'biography', 'crime']"
8703,8704,42641,42641,1491227,411,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899,Resurrection,4.1,9482,11905,677,146,543,2146,4268,4802,https://images.gr-assets.com/books/1335874776m/42641.jpg,eng,"['classics', 'fiction', 'philosophy', 'religion']"
8704,8705,8643407,8643407,13514467,16,Larry Correia,2011,"Hard Magic (Grimnoir Chronicles, #1)",4.13,10808,11947,985,228,425,1801,4582,4911,https://images.gr-assets.com/books/1327951330m/8643407.jpg,eng,"['fantasy', 'fiction', 'science-fiction', 'mystery', 'paranormal']"
8705,8706,6878614,6878614,7096036,27,John Sandford,2010,"Storm Prey (Lucas Davenport, #20)",4.15,11566,13962,799,63,297,2423,5948,5231,https://images.gr-assets.com/books/1272913373m/6878614.jpg,eng,"['classics', 'fiction', 'fantasy']"
8706,8707,214333,214333,503785,27,Lee Strobel,2004,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,4.1,9216,9689,342,303,422,1535,3124,4305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['christian', 'religion', 'science', 'nonfiction', 'philosophy', 'spirituality', 'fiction']"
8707,8708,11737387,11737387,16686573,13,Benedict Jacka,2012,"Fated (Alex Verus, #1)",3.89,12609,14854,1203,196,629,3539,6761,3729,https://images.gr-assets.com/books/1330906653m/11737387.jpg,eng,"['fantasy', 'fiction', 'paranormal', 'mystery']"
8708,8709,16077150,16077150,21873437,35,Maggie O'Farrell,2013,Instructions for a Heatwave,3.62,9071,11634,1552,213,950,3737,4920,1814,https://images.gr-assets.com/books/1349796972m/16077150.jpg,eng,"['christian', 'religion', 'science', 'nonfiction', 'philosophy', 'spirituality', 'fiction']"
8709,8710,12022496,12022496,17079585,31,Jonathan Kellerman,2012,"Victims (Alex Delaware, #27)",3.94,10482,12555,839,85,467,3165,5245,3593,https://images.gr-assets.com/books/1313220531m/12022496.jpg,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'psychology', 'contemporary']"
8710,8711,21530229,21530229,40857932,22,"Janet Evanovich, Lee Goldberg",2014,"The Job (Fox and O'Hare, #3)",3.95,11337,14296,1361,76,460,3608,6117,4035,https://images.gr-assets.com/books/1410763754m/21530229.jpg,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'psychology', 'contemporary']"
8711,8712,25222064,25222064,44937426,59,Jeff Kinney,2015,"Old School (Diary of a Wimpy Kid, #10)",4.28,11836,18154,1867,413,625,2442,4590,10084,https://images.gr-assets.com/books/1430174375m/25222064.jpg,eng,"['fiction', 'graphic-novels', 'young-adult', 'comics']"
8712,8713,31194270,29904284,50278264,5,Victoria Helen Stone,2016,"Evelyn, After",3.64,9255,14969,836,579,1298,4430,5267,3395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'mystery', 'thriller', 'suspense', 'contemporary', 'romance', 'chick-lit', 'crime']"
8713,8714,751635,751635,189657,22,Sharon G. Flake,1998,The Skin I'm In,4.13,9634,10873,1397,153,492,1979,3377,4872,https://images.gr-assets.com/books/1305064345m/751635.jpg,eng,"['young-adult', 'fiction', 'contemporary', 'books', 'historical-fiction']"
8714,8715,16065538,16065538,21856179,36,James Rollins,2013,The Eye of God (Sigma Force #9),4.11,9389,12423,1012,89,366,2194,5236,4538,https://images.gr-assets.com/books/1359823174m/16065538.jpg,eng,"['thriller', 'fiction', 'mystery', 'suspense', 'science-fiction', 'historical-fiction', 'contemporary', 'history', 'science', 'crime']"
8715,8716,28922,28922,2464610,63,Kazuo Ishiguro,1986,An Artist of the Floating World,3.72,10430,12710,1012,127,773,3937,5547,2326,https://images.gr-assets.com/books/1327786035m/28922.jpg,eng,"['fiction', 'historical-fiction']"
8716,8717,1528410,1528410,1387510,80,"Pascal Mercier, Barbara Harshav",2004,Night Train to Lisbon,3.7,7838,11939,1316,578,1207,2748,4069,3337,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'philosophy', 'contemporary', 'historical-fiction', 'travel']"
8717,8718,18052985,18052985,25337669,16,Tessa Dare,2014,"Romancing the Duke (Castles Ever After, #1)",3.91,15558,17707,2043,451,870,3966,6938,5482,https://images.gr-assets.com/books/1377311107m/18052985.jpg,eng,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
8718,8719,25176,25176,3114345,25,Martha Grimes,1981,"The Man With a Load of Mischief (Richard Jury, #1)",4.01,11947,12431,385,230,488,2547,4824,4342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'crime', 'thriller']"
8719,8720,11714997,11714997,16662891,9,Jessica Sorensen,2011,"The Underworld (Fallen Star, #2)",4.12,11604,13910,477,152,512,2572,4966,5708,https://images.gr-assets.com/books/1417703488m/11714997.jpg,eng,"['paranormal', 'fantasy', 'young-adult', 'romance']"
8720,8721,2372,2372,1025700,29,David McCullough,1977,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",4.19,9349,11891,1052,118,329,1796,4567,5081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['history', 'nonfiction', 'travel', 'science']"
8721,8722,26116430,26116430,46062644,25,Louise Erdrich,2016,LaRose,3.86,9136,11302,1863,268,718,2539,4524,3253,https://images.gr-assets.com/books/1445606455m/26116430.jpg,eng,"['fiction', 'contemporary', 'historical-fiction', 'history']"
8722,8723,17978144,17978144,25206651,22,Lucie Whitehouse,2014,Before We Met,3.43,7826,10533,1113,310,1298,3978,3435,1512,https://images.gr-assets.com/books/1369569396m/17978144.jpg,eng,"['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'contemporary', 'romance', 'chick-lit']"
8723,8724,2187270,2187270,2192977,30,"The Waiter, Steve Dublanica",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,3.49,10341,12012,1654,350,1333,4338,4034,1957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'memoir', 'biography', 'contemporary', 'fiction', 'business']"
8724,8725,15728721,15728721,21407171,11,Kevin Hearne,2012,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",4.2,11562,13475,516,20,203,2280,5577,5395,https://images.gr-assets.com/books/1344336650m/15728721.jpg,eng,"['fantasy', 'fiction', 'paranormal', 'contemporary', 'mystery']"
8725,8726,296264,296264,3080386,454,Robert Louis Stevenson,1888,The Black Arrow,3.81,12298,13696,404,194,852,4010,4965,3675,https://images.gr-assets.com/books/1328014614m/296264.jpg,eng,"['classics', 'historical-fiction', 'fiction', 'young-adult', 'romance']"
8726,8727,7997069,7997069,12502746,62,"Tom Clancy, Grant Blackwood",2010,"Dead or Alive (Jack Ryan Universe, #13)",3.79,10644,12697,974,259,866,3450,4873,3249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'thriller', 'suspense', 'mystery', 'books', 'crime', 'contemporary']"
8727,8728,563458,563458,550593,38,V.C. Andrews,1984,"Fallen Hearts (Casteel, #3)",3.89,12450,12873,112,133,880,3550,3980,4330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'young-adult', 'horror', 'romance', 'mystery', 'thriller', 'chick-lit', 'contemporary', 'suspense', 'books', 'classics']"
8728,8729,185289,185289,1298638,16,Melanie Rawn,1985,"Dragon Prince (Dragon Prince, #1)",3.94,12739,13416,371,323,868,2928,4442,4855,https://images.gr-assets.com/books/1309210730m/185289.jpg,eng,"['fantasy', 'fiction', 'romance']"
8729,8730,7099389,7099389,7357104,52,Jeffery Deaver,2010,"The Burning Wire (Lincoln Rhyme, #9)",4.04,11376,13314,759,96,445,2783,5507,4483,https://images.gr-assets.com/books/1441925165m/7099389.jpg,eng,"['mystery', 'thriller', 'crime', 'fiction', 'suspense', 'books']"
